"","StockName","AssetCategory","AssetClass","OpeningMarketValue","Weight","Units","UnitPrice","HoldingsDate","Creations","Redemptions","BenchmarkWeight","WeightedBenchmarkReturn","ActiveWeight","ActiveReturn","AllocationEffect","SelectionEffect","InteractionEffect","ActiveManagementEffect","PresentInPortfolio","BenchmarkName","WeightedPerformance","BenchmarkReturn","ActualPerformance","ClosingMarketValue","weightCalc"
"1265","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.286550845,4856250,1,"7/15/2019",0,0,0,0,28.655,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.0031785722757711
"1266","Total Kenya Ltd Ord 5.00","Listed Equity","EQUITIES",287850,0.016985052,287850,0.998349835,"7/15/2019",0,0,0.02,0,-0.301,-0.165,0,-0.003,-0.162,-0.003,1,"Nairobi All Share Index",-2.80281e-05,0,-0.001650165,287375,0.00018809620751603
"1267","NCBA Group Plc Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.03,0,-3,0.164,0,0.005,0.159,0.005,0,"Nairobi All Share Index",0,0,0.001639344,0,0
"1268","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",8694,0.000513003,8694,1,"7/15/2019",0,0,0,0,0.051,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,8694,5.69050344721832e-06
"1269","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.05,0,-5,2.564,0,0.128,2.436,0.128,0,"Nairobi All Share Index",0,0,0.025641026,0,0
"1270","E.A.Portland Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1271","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",182346.4,0.010759643,182346.4,1,"7/15/2019",0,0,0.04,0,-2.924,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,182346.4,0.000119351600849764
"1272","Eveready East Africa Ltd Ord.1.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,-2.062,0,0,-2.062,0,0,"Nairobi All Share Index",0,0,-0.020618557,0,0
"1273","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1274","KenGen Ltd Ord. 2.50","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1275","NIC Rights Issue","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1276","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1277","Anglo African Property","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1278","Kakuzi Ord.5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1279","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",429000,0.025313835,429000,0.963636364,"7/15/2019",0,0,0,0,2.531,-3.636,0,0,-3.636,0,1,"Nairobi All Share Index",-0.000920503,0,-0.036363636,413400,0.000270583635274908
"1280","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1281","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1282","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1283","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.03,0,-3,0.562,0,0.017,0.545,0.017,0,"Nairobi All Share Index",0,0,0.005617978,0,0
"1284","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0.968,0,0,0.968,0,0,"Nairobi All Share Index",0,0,0.009677419,0,0
"1285","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.05,0,-5,-0.485,0,-0.024,-0.461,-0.024,0,"Nairobi All Share Index",0,0,-0.004854369,0,0
"1286","Kenya Power Lighting Co Ltd Ord 20.00","Listed Equity","EQUITIES",65809.3,0.003883184,65809.3,1.005025126,"7/15/2019",0,0,0.01,0,-0.612,0.503,0,0.005,0.497,0.005,1,"Nairobi All Share Index",1.95135e-05,0,0.005025126,66140,4.32907635149551e-05
"1287","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1288","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,-3.394,0,0,-3.394,0,0,"Nairobi All Share Index",0,0,-0.033942559,0,0
"1289","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,9.589,0,0,9.589,0,0,"Nairobi All Share Index",0,0,0.095890411,0,0
"1290","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1291","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",333000,0.019649201,333000,0.945945946,"7/15/2019",0,0,0,0,1.965,-5.405,0,0,-5.405,0,1,"Nairobi All Share Index",-0.001062119,0,-0.054054054,315000,0.000206177661131098
"1292","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0.763,0,0,0.763,0,0,"Nairobi All Share Index",0,0,0.007633588,0,0
"1293","KPLC Rights","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1294","Longonot Place","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1295","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.01,0,-1,-1.546,0,-0.015,-1.531,-0.015,0,"Nairobi All Share Index",0,0,-0.015463918,0,0
"1296","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.1,0,-10,-0.125,0,-0.013,-0.113,-0.013,0,"Nairobi All Share Index",0,0,-0.001251564,0,0
"1297","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,1.538,0,0,1.538,0,0,"Nairobi All Share Index",0,0,0.015384615,0,0
"1298","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,-4.598,0,0,-4.598,0,0,"Nairobi All Share Index",0,0,-0.045977011,0,0
"1299","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0.05,0,-5,3.448,0,0.172,3.276,0.172,0,"Nairobi All Share Index",0,0,0.034482759,0,0
"1300","UAP Holdings Ltd","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1301","Shell Bond","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1302","KCB (RIGHTS)","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1303","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,-3.846,0,0,-3.846,0,0,"Nairobi All Share Index",0,0,-0.038461538,0,0
"1304","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1305","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/15/2019",0,0,0,0,0,2.857,0,0,2.857,0,0,"Nairobi All Share Index",0,0,0.028571429,0,0
"1306","KPLC Rights","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1307","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1308","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",8694,0.000471366,8694,1.071428571,"7/16/2019",0,0,0,0,0.047,7.143,0,0,7.143,0,1,"Nairobi All Share Index",3.3669e-05,0,0.071428571,9315,6.09696797916248e-06
"1309","UAP Holdings Ltd","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1310","Rea Vipingo Plantations Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1311","DTB Rights Issue","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1312","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,8.871,0,0,8.871,0,0,"Nairobi All Share Index",0,0,0.088709677,0,0
"1313","Sameer Africa Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,7.937,0,0,7.937,0,0,"Nairobi All Share Index",0,0,0.079365079,0,0
"1314","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1315","Family Bank Limited","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1316","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",220179.1,0.011937524,220179.1,1.013615734,"7/16/2019",0,0,0.02,0,-0.806,1.362,0,0.027,1.334,0.027,1,"Nairobi All Share Index",0.000162538,0,0.013615734,223177,0.000146076545645254
"1317","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.263292934,4856250,1,"7/16/2019",0,0,0,0,26.329,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.0031785722757711
"1318","KCB (RIGHTS)","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1319","Eveready East Africa Ltd Ord.1.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,5.263,0,0,5.263,0,0,"Nairobi All Share Index",0,0,0.052631579,0,0
"1320","KQ Rights","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1321","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1322","Atlas Development & Support Services Ltd","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1323","Kengen Rights","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1324","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1325","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",723043.8,0.039201508,723043.8,0.980084194,"7/16/2019",0,0,0.05,0,-1.08,-1.992,0,-0.1,-1.892,-0.1,1,"Nairobi All Share Index",-0.00078073,0,-0.019915806,708643.8,0.000463830226219219
"1326","Jubilee Holdings Ltd Ord 5.00","Listed Equity","EQUITIES",908542.1,0.049258732,908542.1,0.998711672,"7/16/2019",0,0,0.04,0,0.926,-0.129,0,-0.005,-0.124,-0.005,1,"Nairobi All Share Index",-6.34614e-05,0,-0.001288328,907371.6,0.000593903981792961
"1327","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.03,0,-3,0.559,0,0.017,0.542,0.017,0,"Nairobi All Share Index",0,0,0.005586592,0,0
"1328","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.05,0,-5,2.439,0,0.122,2.317,0.122,0,"Nairobi All Share Index",0,0,0.024390244,0,0
"1329","Nairobi Securities Exchange Ltd Ord 4.00 ","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.03,0,-3,3.734,0,0.112,3.622,0.112,0,"Nairobi All Share Index",0,0,0.037344398,0,0
"1330","Carbacid Investments Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.01,0,-1,6.651,0,0.067,6.585,0.067,0,"Nairobi All Share Index",0,0,0.066513761,0,0
"1331","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.03,0,-3,-0.439,0,-0.013,-0.425,-0.013,0,"Nairobi All Share Index",0,0,-0.004385965,0,0
"1332","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1333","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,4.819,0,0,4.819,0,0,"Nairobi All Share Index",0,0,0.048192771,0,0
"1334","Marshalls (E.A.) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1335","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.02,0,-2,-9.667,0,-0.193,-9.473,-0.193,0,"Nairobi All Share Index",0,0,-0.096666667,0,0
"1336","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1337","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1338","Access Kenya Group Ltd Ord. 1.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1339","E.A.Portland Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0.385,0,0,0.385,0,0,"Nairobi All Share Index",0,0,0.003846154,0,0
"1340","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1341","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1342","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1343","Standard Chartered Bank Ltd Ord 5.00","Listed Equity","EQUITIES",3117067,0.168999066,3117067,1.003764115,"7/16/2019",0,0,0.05,0,11.9,0.376,0,0.019,0.358,0.019,1,"Nairobi All Share Index",0.000636132,0,0.003764115,3128800,0.00204790052745073
"1344","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.01,0,-1,3.403,0,0.034,3.369,0.034,0,"Nairobi All Share Index",0,0,0.034031414,0,0
"1345","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,9.091,0,0,9.091,0,0,"Nairobi All Share Index",0,0,0.090909091,0,0
"1346","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.11,0,-11,1.818,0,0.2,1.618,0.2,0,"Nairobi All Share Index",0,0,0.018181818,0,0
"1347","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1348","Car and General (K) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1349","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1350","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.1,0,-10,0.251,0,0.025,0.226,0.025,0,"Nairobi All Share Index",0,0,0.002506266,0,0
"1351","Kenya Commercial Bank Ltd Ord 1.00","Listed Equity","EQUITIES",5504420.95,0.378888139,6988320.95,0.792368079,"7/16/2019",1483900,0,0.05,0,32.889,-20.763,0,-1.038,-19.725,-1.038,1,"Nairobi All Share Index",-0.078669272,0,-0.207631921,5537322.45,0.00362435616403087
"1352","Longonot Place","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1353","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1354","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",182346.4,0.009886336,182346.4,1,"7/16/2019",0,0,0.04,0,-3.011,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,182346.4,0.000119351600849764
"1355","Shell Bond","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1356","Standard Chartered Bank  Ltd Rights","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1357","Co-operative Bank of Kenya Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.05,0,-5,0.826,0,0.041,0.785,0.041,0,"Nairobi All Share Index",0,0,0.008264463,0,0
"1358","KenGen Ltd Ord. 2.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.01,0,-1,3.333,0,0.033,3.3,0.033,0,"Nairobi All Share Index",0,0,0.033333333,0,0
"1359","Express Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,6.897,0,0,6.897,0,0,"Nairobi All Share Index",0,0,0.068965517,0,0
"1360","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1361","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,5.556,0,0,5.556,0,0,"Nairobi All Share Index",0,0,0.055555556,0,0
"1362","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1363","Unilever Tea Ltd","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1364","NCBA Group Plc Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.03,0,-3,0.164,0,0.005,0.159,0.005,0,"Nairobi All Share Index",0,0,0.001636661,0,0
"1365","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,5.682,0,0,5.682,0,0,"Nairobi All Share Index",0,0,0.056818182,0,0
"1366","Housing Finance Co Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,6.784,0,0,6.784,0,0,"Nairobi All Share Index",0,0,0.067839196,0,0
"1367","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1368","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1369","A.Baumann Co. Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1370","Hutchings Biemer Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1371","Total Kenya Ltd Ord 5.00","Listed Equity","EQUITIES",287375,0.015580707,287375,0.998347107,"7/16/2019",0,0,0.02,0,-0.442,-0.165,0,-0.003,-0.162,-0.003,1,"Nairobi All Share Index",-2.57532e-05,0,-0.001652893,286900,0.000187785304693689
"1372","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",413400,0.022413446,413400,1,"7/16/2019",0,0,0,0,2.241,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,413400,0.000270583635274908
"1373","Anglo African Property","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1374","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1375","Kakuzi Ord.5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1376","Kenya Airways Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,-2.778,0,0,-2.778,0,0,"Nairobi All Share Index",0,0,-0.027777778,0,0
"1377","Olympia Capital Holdings ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1378","Kenya Re-Insurance Corporation Ltd Ord 2.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0.254,0,0,0.254,0,0,"Nairobi All Share Index",0,0,0.002544529,0,0
"1379","Equity Bank Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.05,0,-5,1.504,0,0.075,1.429,0.075,0,"Nairobi All Share Index",0,0,0.015037594,0,0
"1380","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,1.515,0,0,1.515,0,0,"Nairobi All Share Index",0,0,0.015151515,0,0
"1381","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.011562118,213255,1,"7/16/2019",0,0,0,0,1.156,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,213255,0.000139582276585754
"1382","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",315000,0.017078461,315000,1.047619048,"7/16/2019",0,0,0,0,1.708,4.762,0,0,4.762,0,1,"Nairobi All Share Index",0.00081326,0,0.047619048,330000,0.000215995644994484
"1383","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1384","Longhorn Kenya Ltd Ord 1.00 AIMS","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,4.878,0,0,4.878,0,0,"Nairobi All Share Index",0,0,0.048780488,0,0
"1385","Kengen Bond","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1386","Kenya Power Lighting Co Ltd Ord 20.00","Listed Equity","EQUITIES",66140,0.003585935,66140,1,"7/16/2019",0,0,0.01,0,-0.641,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,66140,4.32907635149551e-05
"1387","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,2.236,0,0,2.236,0,0,"Nairobi All Share Index",0,0,0.022364217,0,0
"1388","CIC Insurance Group Ltd Ord.1.00","Listed Equity","EQUITIES",144672,0.00784373,144672,1.022727273,"7/16/2019",0,0,0.03,0,-2.216,2.273,0,0.068,2.205,0.068,1,"Nairobi All Share Index",0.000178267,0,0.022727273,147960,9.68445928284359e-05
"1389","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,6.667,0,0,6.667,0,0,"Nairobi All Share Index",0,0,0.066666667,0,0
"1390","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,1.031,0,0,1.031,0,0,"Nairobi All Share Index",0,0,0.010309278,0,0
"1391","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,5.946,0,0,5.946,0,0,"Nairobi All Share Index",0,0,0.059459459,0,0
"1392","NIC Rights Issue","Listed Equity","Equities",0,0,0,0,"7/16/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1393","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/17/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1394","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/17/2019",0,0,0,0,0,2.778,0,0,2.778,0,0,"Nairobi All Share Index",0,0,0.027777778,0,0
"1395","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"7/17/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1396","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"7/17/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"1397","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",182346.4,0.010719398,182346.4,1,"7/17/2019",0,0,0.04,0,-2.928,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,182346.4,0.000119351600849764
