"","StockName","AssetCategory","AssetClass","OpeningMarketValue","Weight","Units","UnitPrice","HoldingsDate","Creations","Redemptions","BenchmarkWeight","WeightedBenchmarkReturn","ActiveWeight","ActiveReturn","AllocationEffect","SelectionEffect","InteractionEffect","ActiveManagementEffect","PresentInPortfolio","BenchmarkName","WeightedPerformance","BenchmarkReturn","ActualPerformance","ClosingMarketValue","weightCalc"
"7646","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0.02,0,-2,-9.636,0,-0.193,-9.444,-0.193,0,"Nairobi All Share Index",0,0,-0.09636364,0,0
"7647","DTB Rights Issue","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7648","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0.11,0,-11,-1.452,0,-0.16,-1.292,-0.16,0,"Nairobi All Share Index",0,0,-0.01451906,0,0
"7649","Unilever Tea Ltd","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7650","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",351000,0.018691,351000,1,"9/26/2019",0,0,0,0,1.869,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,351000,0.0002297408
"7651","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.01135598,213255,1,"9/26/2019",0,0,0,0,1.136,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,213255,0.0001395823
"7652","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7653","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7654","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0,0,0,-0.752,0,0,-0.752,0,0,"Nairobi All Share Index",0,0,-0.007518797,0,0
"7655","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/26/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7656","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",700993.8,0.03732843,700993.8,1,"9/26/2019",0,0,0.05,0,-1.267,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,700993.8,0.0004588231
"7657","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7658","Olympia Capital Holdings ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,2.439,0,0,2.439,0,0,"Nairobi All Share Index",0,0,0.02439024,0,0
"7659","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7660","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,2.381,0,0,2.381,0,0,"Nairobi All Share Index",0,0,0.02380952,0,0
"7661","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7662","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0.856,0,0,0.856,0,0,"Nairobi All Share Index",0,0,0.008557457,0,0
"7663","CIC Insurance Group Ltd Ord.1.00","Listed Equity","EQUITIES",131109,0.007605863,131109,1.034483,"9/27/2019",0,0,0.03,0,-2.239,3.448,0,0.103,3.345,0.103,1,"Nairobi All Share Index",0.000262271,0,0.03448276,135630,8.877421e-05
"7664","Hutchings Biemer Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7665","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7666","Standard Chartered Bank  Ltd Rights","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7667","Jubilee Holdings Ltd Ord 5.00","Listed Equity","EQUITIES",821573.9,0.08014752,1381574,0.5946652,"9/27/2019",560000,0,0.04,0,4.015,-40.533,0,-1.621,-38.912,-1.621,1,"Nairobi All Share Index",-0.03248658,0,-0.4053348,821573.9,0.0005377467
"7668","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.05,0,-5,1.114,0,0.056,1.058,0.056,0,"Nairobi All Share Index",0,0,0.01113586,0,0
"7669","Shell Bond","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7670","UAP Holdings Ltd","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7671","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7672","Co-operative Bank of Kenya Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7673","Atlas Development & Support Services Ltd","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7674","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",700993.8,0.03803432,655631.3,1.058894,"9/27/2019",0,-45362.5,0.05,0,-1.197,5.889,0,0.294,5.595,0.294,1,"Nairobi All Share Index",0.002239979,0,0.05889362,694243.8,0.000454405
"7675","Eveready East Africa Ltd Ord.1.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,9,0,0,9,0,0,"Nairobi All Share Index",0,0,0.09,0,0
"7676","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.0123713,213255,1,"9/27/2019",0,0,0,0,1.237,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,213255,0.0001395823
"7677","E.A.Portland Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,5.105,0,0,5.105,0,0,"Nairobi All Share Index",0,0,0.05105105,0,0
"7678","Kakuzi Ord.5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,-0.826,0,0,-0.826,0,0,"Nairobi All Share Index",0,0,-0.008264463,0,0
"7679","Standard Chartered Bank Ltd Ord 5.00","Listed Equity","EQUITIES",3132711,0.1817341,3132711,0.9937578,"9/27/2019",0,0,0.05,0,13.173,-0.624,0,-0.031,-0.593,-0.031,1,"Nairobi All Share Index",-0.00113442,0,-0.006242197,3113156,0.002037661
"7680","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0.758,0,0,0.758,0,0,"Nairobi All Share Index",0,0,0.007575758,0,0
"7681","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,-4.706,0,0,-4.706,0,0,"Nairobi All Share Index",0,0,-0.04705882,0,0
"7682","Anglo African Property","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7683","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7684","Unilever Tea Ltd","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7685","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,2.878,0,0,2.878,0,0,"Nairobi All Share Index",0,0,0.02877698,0,0
"7686","KPLC Rights","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7687","Marshalls (E.A.) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7688","Access Kenya Group Ltd Ord. 1.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7689","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.05,0,-5,0.155,0,0.008,0.147,0.008,0,"Nairobi All Share Index",0,0,0.001546392,0,0
"7690","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7691","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7692","Car and General (K) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.01,0,-1,9.726,0,0.097,9.628,0.097,0,"Nairobi All Share Index",0,0,0.09725686,0,0
"7693","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",6210,0.000360253,6210,0.9,"9/27/2019",0,0,0,0,0.036,-10,0,0,-10,0,1,"Nairobi All Share Index",-3.60253e-05,0,-0.1,5589,3.658181e-06
"7694","NIC Rights Issue","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7695","Kenya Commercial Bank Ltd Ord 1.00","Listed Equity","EQUITIES",5520872,0.3202754,5520872,1.001192,"9/27/2019",0,0,0.05,0,27.028,0.119,0,0.006,0.113,0.006,1,"Nairobi All Share Index",0.000381735,0,0.001191895,5527452,0.003617896
"7696","Rea Vipingo Plantations Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7697","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",207188.2,0.01201935,207188.2,1.003215,"9/27/2019",0,0,0.02,0,-0.798,0.322,0,0.006,0.315,0.006,1,"Nairobi All Share Index",3.86474e-05,0,0.003215434,207854.4,0.0001360474
"7698","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7699","Family Bank Limited","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7700","Longonot Place","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7701","Kenya Airways Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0.395,0,0,0.395,0,0,"Nairobi All Share Index",0,0,0.003952569,0,0
"7702","A.Baumann Co. Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7703","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.2817196,4856250,1,"9/27/2019",0,0,0,0,28.172,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.003178572
"7704","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7705","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.11,0,-11,-0.184,0,-0.02,-0.164,-0.02,0,"Nairobi All Share Index",0,0,-0.001841621,0,0
"7706","Kenya Power Lighting Co Ltd Ord 20.00","Listed Equity","EQUITIES",49108.95,0.002848896,49108.95,0.983165,"9/27/2019",0,0,0.01,0,-0.715,-1.684,0,-0.017,-1.667,-0.017,1,"Nairobi All Share Index",-4.79612e-05,0,-0.01683502,48282.2,3.160226e-05
"7707","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.05,0,-5,0.922,0,0.046,0.876,0.046,0,"Nairobi All Share Index",0,0,0.00921659,0,0
"7708","KCB (RIGHTS)","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7709","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",280800,0.0162897,280800,0.9444444,"9/27/2019",0,0,0,0,1.629,-5.556,0,0,-5.556,0,1,"Nairobi All Share Index",-0.000904983,0,-0.05555556,265200,0.000173582
"7710","Sameer Africa Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7711","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,2.083,0,0,2.083,0,0,"Nairobi All Share Index",0,0,0.02083333,0,0
"7712","Housing Finance Co Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,4.598,0,0,4.598,0,0,"Nairobi All Share Index",0,0,0.04597701,0,0
"7713","Longhorn Kenya Ltd Ord 1.00 AIMS","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,-1.714,0,0,-1.714,0,0,"Nairobi All Share Index",0,0,-0.01714286,0,0
"7714","Express Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7715","Total Kenya Ltd Ord 5.00","Listed Equity","EQUITIES",275500,0.01598224,275500,1,"9/27/2019",0,0,0.02,0,-0.402,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,275500,0.0001803236
"7716","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.02,0,-2,-0.418,0,-0.008,-0.41,-0.008,0,"Nairobi All Share Index",0,0,-0.0041841,0,0
"7717","Kengen Bond","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7718","NCBA Group Plc Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7719","Equity Bank Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.05,0,-5,-1.318,0,-0.066,-1.252,-0.066,0,"Nairobi All Share Index",0,0,-0.01317523,0,0
"7720","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",351000,0.02036212,351000,1,"9/27/2019",0,0,0,0,2.036,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,351000,0.0002297408
"7721","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7722","KQ Rights","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7723","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.1,0,-10,0.779,0,0.078,0.701,0.078,0,"Nairobi All Share Index",0,0,0.007792208,0,0
"7724","Kenya Re-Insurance Corporation Ltd Ord 2.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7725","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.01,0,-1,-0.565,0,-0.006,-0.559,-0.006,0,"Nairobi All Share Index",0,0,-0.005649718,0,0
"7726","DTB Rights Issue","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7727","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,3.529,0,0,3.529,0,0,"Nairobi All Share Index",0,0,0.03529412,0,0
"7728","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7729","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7730","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7731","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7732","Kengen Rights","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7733","Carbacid Investments Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.01,0,-1,0.25,0,0.002,0.248,0.002,0,"Nairobi All Share Index",0,0,0.0025,0,0
"7734","KenGen Ltd Ord. 2.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.01,0,-1,-0.34,0,-0.003,-0.337,-0.003,0,"Nairobi All Share Index",0,0,-0.003401361,0,0
"7735","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.03,0,-3,-7.282,0,-0.218,-7.063,-0.218,0,"Nairobi All Share Index",0,0,-0.07281553,0,0
"7736","Nairobi Securities Exchange Ltd Ord 4.00 ","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0.03,0,-3,3.883,0,0.117,3.767,0.117,0,"Nairobi All Share Index",0,0,0.03883495,0,0
"7737","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,-3.659,0,0,-3.659,0,0,"Nairobi All Share Index",0,0,-0.03658537,0,0
"7738","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7739","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,9.934,0,0,9.934,0,0,"Nairobi All Share Index",0,0,0.09933775,0,0
"7740","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",176677.6,0.01024938,176677.6,1.002674,"9/27/2019",0,0,0.04,0,-2.975,0.267,0,0.011,0.257,0.011,1,"Nairobi All Share Index",2.74048e-05,0,0.002673797,177150,0.0001159504
"7741","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7742","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,3.626,0,0,3.626,0,0,"Nairobi All Share Index",0,0,0.03625954,0,0
"7743","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/27/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7744","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7745","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7746","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7747","Kenya Airways Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7748","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7749","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.01277578,213255,1,"9/28/2019",0,0,0,0,1.278,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,213255,0.0001395823
"7750","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7751","Access Kenya Group Ltd Ord. 1.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7752","Standard Chartered Bank Ltd Ord 5.00","Listed Equity","EQUITIES",3113156,0.1865043,3113156,1,"9/28/2019",0,0,0.05,0,13.65,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,3113156,0.002037661
"7753","Kenya Commercial Bank Ltd Ord 1.00","Listed Equity","EQUITIES",5527452,0.3311411,5527452,1,"9/28/2019",0,0,0.05,0,28.114,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,5527452,0.003617896
"7754","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7755","Kengen Bond","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7756","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7757","DTB Rights Issue","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7758","KQ Rights","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7759","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7760","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",207854.4,0.01245224,207854.4,1,"9/28/2019",0,0,0.02,0,-0.755,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,207854.4,0.0001360474
"7761","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7762","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7763","Family Bank Limited","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7764","Shell Bond","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7765","Hutchings Biemer Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7766","A.Baumann Co. Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7767","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.1,0,-10,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7768","Standard Chartered Bank  Ltd Rights","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7769","Eveready East Africa Ltd Ord.1.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7770","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.11,0,-11,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7771","KenGen Ltd Ord. 2.50","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7772","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7773","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7774","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7775","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7776","Express Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7777","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.2909304,4856250,1,"9/28/2019",0,0,0,0,29.093,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.003178572
"7778","Rea Vipingo Plantations Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7779","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7780","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"7781","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"9/28/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
